index,pmkArtist,fldName,fldLocation
3487,ARZ3E3Z1187FB43F7C,Daniel Kobialka,United States
3488,ARLDVL71187B9AD7AC,War Babies,Not available
3489,AR1RNCJ1187FB3D227,Fastball,"Austin, TX"
3490,ARVVSJC1187FB3A637,Rob Mullins,California - LA
3491,ARJ66JQ1187B99D2FF,Wordsworth feat. Adanita Ross,Not available
3492,ARDZQ5U1187B9ADEAE,John Fogerty,"Berkeley, CA"
3493,ARHU9211187B9B7E0E,Fort Minor,LA California
3494,ARH9GD41187FB37E0F,Stephen Marley,Not available
3495,ARYLWPW11F4C847221,Ruby Isle,Minneapolis MN
3496,ARI945I1187FB4CC22,The King Sisters,Not available
3497,ARXZIHJ1187B9A4ED9,Ray Conniff;Billy Butterfield,"Attleboro, MA"
3498,AR0OQPL1187B9B549A,Kirk Franklin with tobyMac & Sonny (of P.O.D.),"CATHEDRAL CITY, California"
3499,ARIN9J01187B98BCC0,Ramses,Not available
3500,ARXOFXG122989009DB,Symbiosis Orchestra,Not available
3501,AR4ZLZI1187B9B72D0,Luciana Souza,Not available
3502,AR5ZI3K1187FB38BE0,Jim Kweskin_ The Jug Band,"Boston, MA"
3503,ARYBGMF1187FB4D82C,Berlin,"Los Angeles, CA"
3504,AR77MEJ1187B98F8CA,Sleepy D,Not available
3505,ARKZJ301187FB521B2,Lily Allen Featuring Ours,"London, England"
3506,AR5OHUU1187FB55B10,Peret,Not available
3507,ARKQQZA12086C116FC,B.o.B,Washington DC
3508,ARV4KO21187FB38008,Del The Funky Homosapien,"Oakland, CA"
3509,ARROQSO1187B9AEB80,Talking Heads,Not available
3510,AR08YJF1187B9B2D59,The Freedom,Florida
3511,ARNWCYY11F4C83DDBE,Movado,Not available
3512,AR5OHUU1187FB55B10,Varios Artistas de Rumba,Not available
3513,AR8HQBB1187B99F7BB,Shai Hulud,"Poughkeepsie, New York / Pompano Beach, Florida"
3514,AROQWIB11F4C83E5DC,Mario Piu,Not available
3515,ARWADDH1187B98FDBB,Home Town Hero,"Los Angeles, California"
3516,ARM8EYV1187B9B144D,Misty Roses,London / New York
3517,ARVQV7Q1187FB59C5D,Little Angels,Not available
3518,AR9AWNF1187B9AB0B4,Kenny G Featuring Brian McKnight,"Seattle, Washington USA"
3519,ARKF8XU1187B9A990A,Don Davis,Not available
3520,ARDOZIV11F4C83DD59,Maria Forde,Not available
3521,AR0QT3O1187FB56860,Ronnie Drew,"Dublin, Ireland"
3522,ARSWORN1187B991A7B,The Honeydogs,Not available
3523,ARMP9P61187B9B04B3,Marco Rima,Not available
3524,AR9OMFE1187FB3BB54,Pete Rock & C.L. Smooth,"Mt. Vernon, NY"
3525,AROI2SN1187B98E9FD,Kokane,"Pomona, CA"
3526,ARFN3YG1187B9AD9F1,Skyforger,Latvia
3527,ARKEBNJ126E2B3BF7E,ThA(c)ophil,Not available
3528,ARFFR931187B98F51F,Mother Superior,Not available
3529,ARH8VT91187FB49CA2,The Exciters,"Lyon, FR"
3530,ARS7WBX1187B98CA38,Buffalo Nickel Band,Mississippi
3531,ARBAW9R1187B98FB6B,Natasha Bedingfield,London
3532,ARSO8M21187B99C7EE,Atomship,Not available
3533,AR7ZWJK1187FB55EC2,Disembowelment,Not available
3534,ARJS05S1187FB58F3A,Spongebob Squarepants,"LOS ANGELES, California"
3535,ARG1FA61187B994921,Bobby Marchan,"Youngstown, OH"
3536,AR71WYS1187FB5170D,Kelly Sweet,Not available
3537,ARMCYCP11F4C83ED97,Kuijken Kwartet,Not available
3538,ARLCQZN1187B9AF634,Patti Smith Group,Not available
3539,ARRYZAA11F4C83B663,Maddox Brothers and Rose,Not available
3540,AR1CD5Z1187B98F2C2,Pat Metheny,"Lee's Summit, MO"
3541,ARJSPFM1241B9CD859,Big Jay Oakerson,Middle Village NY
3542,AROBI4X1187B99550D,Ed Bruce,"Keiser, AR"
3543,ARZYFWI11F4C84225B,Mt. Wilson Repeater,Not available
3544,ARI6CSW1187B9AF09A,Eko Fresh feat. G-Style,"Mi?1/2engladbach, Germany"
3545,ARJB8BM1187FB5CBEC,Intex Systems,Not available
3546,ARSDFYB11F50C4F736,Cutting Edge,California - LA
3547,ARVXU2X1187B9AE6D8,Evanescence,"New York, NY"
3548,ARJASH411C8A42B443,Mocambo Allstars,Not available
3549,AR0ZBRM1187FB54F5E,Dala,Toronto
3550,ARYV1OT1187B9B4C8E,Commander Cody & His Lost Planet Airmen,Not available
3551,ARMB95F1187B9B5B93,Cam'Ron / Juelz Santana / Jimmy Jones,"Harlem, NY"
3552,AR3TITY1187B99E790,Dwayne_ Gyptian,Not available
3553,ARWQ2Y71187FB504C0,Perpetual Loop,Not available
3554,AR8H5LL1187B9AC8F0,Bikini Machine,Not available
3555,ARLVCLM1269FB35C0B,Guillaume Ledent,Not available
3556,AR3THYK1187B999F1F,Joa~o Gilberto,Not available
3557,ARPFHN61187FB575F6,Lupe Fiasco feat. Matthew Santos,"Chicago, IL"
3558,ARJ6WGW1187B9913EB,Willie Barcena,Not available
3559,ARPJTI51187B9B45FB,Billie Ray Martin Feat. Ann Peebles,"Hamburg, Germany"
3560,AR5OH1V1187FB574C3,Kenny Wayne Shepherd,"Shreveport, LA"
3561,AR2F37U1187B990860,Gina V. D'Orio,Not available
3562,ARO31HI1187B9A12E4,Original Love,Not available
3563,ARZAJ9C1187B9A21F4,Unkle Bob,Glasgow 
3564,AR7W7Z01187B998286,Dark new Day,"FL,GA,KY"
3565,ARJGRNY11F4C847277,Twin Atlantic,Glasgow UK-SCOTLAND
3566,ARQATWU1187B98EE26,Ill NiA+-o,Nueva Jersey (Estados Unidos)
3567,ARLGUTA1187B9B605F,Terror Squad featuring Big Pun,"The Bronx, New York, NY"
3568,AREVNQH1187B98FDDB,Peter Gallagher,"Cork, Ireland"
3569,AREYIHC1187B99CE0B,Brasilian Tropical Orchestra,Not available
3570,AREF29Y1187B9AAFA3,Adam Richman,Not available
3571,ARQEPTZ1187FB4CD36,Toby Love featuring Rakim & Ken-Y,US
3572,ARI28VJ1187FB4EAD7,Slackbaba,Not available
3573,ARN1SGT1187B9AC5A4,Inner Circle,Jamaica
3574,ARM1ELZ1187FB49FC1,Lexie Mountain Boys,Not available
3575,ARTHEAP122BCFCD0B2,DJ X-Change,Not available
3576,ARI0PUX1187FB3F215,Maxi Priest,"Lewisham, London, England"
3577,AR009211187B989185,Carroll Thompson,Not available
3578,AR2XSQR11C8A415656,Taya wooden,Not available
3579,ARQEPTZ1187FB4CD36,Toby Love Feat. Girlz Talk,US
3580,ARSPC9J1187B9A7EA1,Ghetto Mafia,"Atlanta, GA"
3581,ARW8K3V1187B9A4A14,Swans Of Avon,Not available
3582,ARNRTFR1269FCD155C,Adam Richmond,Not available
3583,ARLD4VD1187FB39009,Fast Eddie,Not available
3584,ARW4P0V1187B9B182E,Inhume,Not available
3585,ARHTP2H1187B9A9A7F,Migraine,Stickney
3586,AR07QYZ1187FB5BF78,Letters To Cleo,Not available
3587,ARDNW1B1187FB4ABBB,Africando,Not available
3588,AR0PUK71187B9AC3C0,Chorus Line,"New York, NY"
3589,AR2MD2P1187FB5B328,Marshall Crenshaw,Detroit
3590,ARYZFGE1187FB39A8C,False Prophets,Not available
3591,ARVAE1F1187B994957,Gerald Veasley,"Philadelphia, PA"
3592,ARJ66JQ1187B99D2FF,Wordsworth,Not available
3593,ARUHT3M1187FB44FB4,Delirious,Connecticut
3594,ARI6NMB1187FB3FE1E,Jaime Jamgochian,Tennessee
3595,ARJ0NBU1187B9AA8FA,Vulgar Pigeons,Not available
3596,AR23C041187FB4D534,50 Cent,"Queens, NY"
3597,AR1USMR1187B9B6CD1,Tullycraft,Not available
3598,ARZRR0M1187FB3EE0A,Sub Focus,Not available
3599,ARDR4AC1187FB371A1,Montserrat CaballA(c);Eugenio  Marco,Not available
3600,AR05KQA1187B9963B3,D'Molls,California - LA
3601,AR7B2HD1187B9A5161,Michael Convertino,Not available
3602,AR9O0LF1187B99D0D1,Aisha Duo,NY - New York City
3603,ARORFIN1187FB3BE5C,Danielle Bollinger,Flint Michigan
3604,ARATR0U1187B9B76D0,Dead To Me,San Francisco CA
3605,ARLOVHG1187FB39692,SA(c)bastien Roch,Not available
3606,ARJMW6Z1187B989C3C,Asha Puthli,India
3607,ARE8MZ81187B9AB2A3,Wendo Kolosoy,Not available
3608,ARLE1JH1187B9B630B,Zbigniew Preisner,Not available
3609,ARZDQ3N1187FB5978B,Caspian,"Beverly, Massachusetts"
3610,ARJUYSZ1187B9B2B23,Kati,Not available
3611,ARRH63Y1187FB47783,Kanye West / Consequence / Cam'Ron,"Atlanta, GA"
3612,ARP5P651187FB5397F,Jimmie Davis,"Quitman, LA"
3613,AR6BHP31187FB365E1,Sonny Terry,"Greensboro, NC"
3614,ARXKRVF11E2835D266,Mr. De',Not available
3615,ARLB7A11187B9A331A,Al Rapone,"Lake Charles, Louisiana"
3616,ARW74FW1187FB554AD,Cookies,Not available
3617,ARTHEAP122BCFCD0B2,DJ X-Change featuring Joey A,Not available
3618,ARJ1OYE1187B9ACC2D,Ebba Forsberg,SWEDEN
3619,ARYZX981187B9A995B,Zachary Richard,Louisiana
3620,ARVEZFH1187B9A6F9C,Dominic,"Santo Domingo, Rep. Dom."
3621,AR4I72F1187B9A0D85,Suzi Quatro,Not available
3622,ARA0JEL1187B998FA3,Dub Wiser,"Vancouver, BC, Canada"
3623,ARHULUL119B8668FAD,When Dinosaurs Ruled The Earth,Not available
3624,AR4FE4N1187B99395A,Corderoy & U4IC DJ'S,Not available
3625,ARQZ3MW1187B99C9B1,Barry KA1/4nzel,Not available
3626,ARDR4AC1187FB371A1,Montserrat CaballA(c)/Royal Philharmonic Orchestra/Lamberto Gardelli,Not available
3627,ARO8LVR1187B9A0DE5,Jah Debda,Not available
3628,AR58JT11187B9AF4CC,Carpenters,"New Haven, CT"
3629,ARZ185I1187FB5B8C5,Jonn Serrie,Atlanta  Ga
3630,ARJ1AMB1187FB40661,Sukhwinder Singh,Not available
3631,AR0CWOB1187B99FA08,Christophe Beck,United States
3632,AR5995Z1187B9A112B,The Tarriers,Illinois
3633,ARWQ2DR1187B98FF28,Ma Rainey & Her Tub Jug Washboard Band,"Columbus, GA"
3634,ARAXVPF1241B9C9684,Kuldeep Paras,Not available
3635,ARWI92K1187B98A5CC,Jets,Not available
3636,ARSMT991187B9A5C45,Keira Green,Not available
3637,AROP6331187FB398F7,Festival,Not available
3638,ARMEADM11F50C4FDC7,AmanajA(c),Not available
3639,ARROKMI1187B9B42D0,L.a. Dream Team,Not available
3640,ARGLOWN1187B99C06D,North Mississippi Allstars,"Hernando, MS"
3641,ARQN3MO1187B98A811,Channel Live,Not available
3642,ARNMBZY122BCFCCEB8,Modern Day Escape,Not available
3643,ARZ4F9B1187FB3C979,Steve Porter,UK - England - South West
3644,ARHZCG01187B99E4DE,Stanley Clarke;Herbie Hancock,"Philadelphia, PA"
3645,ARB2M051187FB56FA9,The Sugarhill Gang,"New York, NY"
3646,ARI6CSW1187B9AF09A,Eko Fresh feat. Summer Cem & DJ Ses,"Mi?1/2engladbach, Germany"
3647,AR27CRT1187B9BA011,Jordan & Baker,Not available
3648,AR0O3AV1187FB4D030,Wayne Kramer,"New York, NY"
3649,ARHSNFO1187B993B7C,Grant And Wilson,Florida
3650,AR2FSX31187B98E3EF,Ricky Martin,"San Juan, Puerto Rico"
3651,AR8360R1187FB47C18,Cass Fox,"London, England"
3652,ARYXOV81187B99831D,Seventh Day Slumber,Not available
3653,ARZKUQI11F4C8467A5,Oscar Peterson Trio,Not available
3654,ARNG61X1187B98C7DF,5 Blind Boys Of Alabama,"Talladega, AL"
3655,ARMVRLO11F4C846488,The Villas,Pennsylvania
3656,ARIFK6X1187B9ADA44,Will Ackerman,Germany
3657,ARNBXZH122988F2C16,Ambient Music Therapy,NY - New York City
3658,ARYLG3I119B8668696,Rockin' Dopsie_ Jr._ The Zydeco Twisters,Not available
3659,AR4GAFY1187B9B639D,B.B.King,"Memphis, Tennessee"
3660,ARSMRIN1187B9AB35A,Paul Rogers,"Middlesbrough, England"
3661,ARDCKVJ1187FB54D1F,Syl Johnson,"Centerville, TN"
3662,ARTDMPY11F50C4BB18,Dave Graney & Clare Moore,Not available
3663,AR9NA5G1187B98F460,The Raconteurs,"Detroit, MI"
3664,ARNVYGT1264D12B047,Roy Carrier,Not available
3665,AR9MRSJ1187B99B99F,La Charanga Rubalcaba,Not available
3666,ARNPPTH1187B9AD429,Jimmy Page / Robert Plant,"Heston, Middlesex, England"
3667,ARKZT1W1187FB54EEA,Marilyn Scott,"Alta Dena, CA"
3668,ARBUOMY1187B99F2EB,Messy Marv featuring Clover Geez,California - SF
3669,ARSSLTP1241B9CC51A,Stockhausen Waterman,Not available
3670,ARKJVHY11E2835E76B,Brownie McGhee,"Knoxville, TN"
3671,ARTSGR41187B9912C6,W.A.S.P.,Not available
3672,ARSLDFH12454A38A01,Her Majesty's Finest,Not available
3673,ARENXFQ1187B996F17,Ram Squad,"Philadelphia, PA"
3674,ARK02331187B9A631E,Bambino_ Ivan Tirado,Michigan
3675,ARPBNLO1187FB3D52F,Tiny Tim/Cast/Ghost Of Christmas Present/Scrooge,"New York, NY"
3676,ARNP9WW1187B990803,Cardenales del Exito,Not available
3677,AR8LC1V1187B999F9B,Greis,Not available
3678,ARRGDPV122BCFCB7F2,Bowen_ Robin Huw,Not available
3679,AR6BAYL1187B9AC66F,Al De Lory,Tennessee
3680,ARYVGP31187B9A531A,John Mellencamp,"Seymour, IN"
3681,AREMPZG1187B99D246,MA!rcio Faraco,Not available
3682,ARWIMT21187B9B5AEC,Joe Turner,"Kansas City, MO"
3683,AR0LPDJ1187B9919F1,Derek Bell,"Belfast, Northern Ireland"
3684,AR7EL201187B9B85D9,Henry Lee Summer,"Brazil, IN"
3685,ARI3W3K1187FB49E6F,Nacho Chapado feat. Stephen Massa,Not available
3686,ARUHX3U1187FB57A44,Janie Fricke,"South Whitney, IN"
3687,ARIT8YH1187FB43F30,Arthur Brown,"Whitby, Yorkshire, England"
3688,ARPGYM11187FB4B1E1,Owsley,Tennessee
3689,ARKCTSM11F4C83C839,Igor Stravinsky;Columbia Symphony Orchestra,Not available
3690,ARDSBRF11F4C83C5DA,Jim Smoak & The Louisiana Honeydrippers,Not available
3691,ARLGLI61187FB4693E,Ghost Machine,Not available
3692,ARPBTRI1187FB52457,The Game,Not available
3693,ARPP6J4119B8668086,Marco Demark feat. Peter Millwood,Not available
3694,ARZ4UWR1187FB41898,Fastway,Not available
3695,ARAOJ681187B9AAB76,Laura Mikkola,Not available
3696,ARP6N5A1187B99D1A3,Mitch Ryder & Engerling,"Hamtramck, MI"
3697,AR44SDE1187FB4DC8A,23rd Turnoff,Not available
3698,ARXBM4N1187B98ECA5,Cyril Pahinui,"Waimanalo, HI"
3699,ARYCQBH1187B9B1BE4,MetsatAPll,Estonia
3700,ARLWR721187B9A03C9,T.G.Sheppard,"Humboldt, TN"
3701,ARZPL0P1187FB4C734,Ray Vega,Not available
3702,ARXVGFI122BCFC908C,Pascal Lejeune,Not available
3703,ARF9N341187B9B9BFB,Recluse,NY - New York City
3704,AR0OQPL1187B9B549A,Kirk Franklin,"CATHEDRAL CITY, California"
3705,AR5K5P91187FB41FE2,Old Soul,Not available
3706,AR07HWO1187B9A2189,Lil' Band O' Gold,Not available
3707,AR1VCLT1187FB4C8AC,Tum Tum / Double T / LiL Ronnie,Not available
3708,ARH9HS41187FB5BC6F,New Found Glory,"Coral Spring, FL"
3709,ARU0XZY1187FB4002B,Ebru GA1/4ndes,Not available
3710,AR47DOS1187B996105,Kellie Coffey,"Moore, OK"
3711,ARZ8KO81187B9B1B7C,John Pagano_ Burt Bacharach,Not available
3712,ARKQLQQ12509412869,La Divina Pastora,Not available
3713,ARZWPWP1241B9CA793,Henry Mancini,"Cleveland, OH"
3714,ARYJXBT11F50C5174C,The Chinese,Not available
3715,ARNM86K1187B99210D,Djalma Correa,Not available
3716,ARGY9EQ1187B996E1A,Norther,Espoo/Helsinki
3717,AR7AE0Q1187B9AE30E,Solas,Not available
3718,ARA03M61187B996945,Dixieland Jug Blowers,Not available
3719,ARYJMEJ1241B9C5E80,Scheich,Not available
3720,AR2ZLBH1187FB592FE,iTAL tEK,Not available
3721,ARJV9031187B9AAFA1,Kyle Riabko,CANADA - Ontario
3722,ARMTE8E1187FB5ACC2,Johnny Copeland,"Haynesville, LA"
3723,AR6BHP31187FB365E1,Sonny Terry / Brownie McGhee,"Greensboro, NC"
3724,ARE33S11187B9A0904,Sick On The Bus,Not available
3725,AR9GQKV1187FB52E44,Mylon LeFevre,Not available
3726,AROPZYT11F4C83EFFA,JC Lodge,Not available
3727,ARVLMSG1187B98E07E,Dale Hawkins,"LITTLE ROCK, Arkansas"
3728,AR0VIQV1187B9978F8,The Products,California - SF
3729,ARDW74M1187B98DA34,The Florida Boys,Not available
3730,AREKO1L1187B997EFE,The Radio Dept,"Lund, Sweden"
3731,AR89GHM1187B9921A3,Todos,Not available
3732,ARIFOQ6119B866970E,Fontaine Sisters,Not available
3733,ARPBTRI1187FB52457,The Game / Nas,Not available
3734,ARZ7OD71187B9940A7,Los Munequitos de Matanzas,New York
3735,ARH8HRR1187FB5CBE8,Sharon Shannon_ Carol Keogh,Not available
3736,ARBPRTL11F4C83CB05,The Oak Ridge Boys,"Hendersonville, TN"
3737,AR1XA631187FB57662,Ruben Cossani,"London, England"
3738,ARI4SKQ1187B9B43B0,Beres Hammond Feat. Natural Black,Not available
3739,ARUFQW01187FB5BA63,Ashbrg,Not available
3740,ARDBWEC1250940F214,Anna Meliti,Not available
3741,ARD1C9K1187FB3F742,Pariah,"Ewing, NJ"
3742,AR9G2A41187B99951A,Las NiA+-as,Mississauga
3743,ARUHGHL1187B9A8C08,Electric O & Ishkan,Singapore
3744,ARX9YIP1187B98A656,RUN-DMC Featuring Jagged Edge,Not available
3745,AR3S7KI1187FB3F737,Leon Berry,Not available
3746,AR5N8VN1187FB37A4E,Soundgarden,Seattle
3747,ARLKAOO12406A89CB1,Vorstadtkinder,Not available
3748,AR280881187B98BA28,YGGDRASIL,"Lund, Sweden"
3749,ARZ33PH1187FB52F58,Kat Deluna / Akon,Not available
3750,AR8GEH21187FB4F83E,6CycleMind,Metro Manila
3751,ARUMGZN1187FB37125,Slick Rick,"London, England"
3752,AR65K7A1187FB4DAA4,BeyoncA(c) feat. Slim Thug,Not available
3753,ARELA4P1187B991507,The Firesign Theatre,Texas
3754,ARZ7OD71187B9940A7,Los MuA+-equitos De Matanzas,New York
3755,AR67FTZ1187B9975EC,Maria & Margot Hellwig/Thomas Lehrberger,NY - New York City
3756,ARFFFFY122988EDE49,Carlos Embales - Cutumba,Not available
3757,ARZQ7QA1187B9AD08B,Prince & Tevin Campbell,"Minneapolis, MN"
3758,ARKGWMO11F50C4813F,Lynette Schultz,Not available
3759,AR4YE5M1187B9934ED,The Cannanes,Australia
3760,ARNDHMV1241B9C870B,Pantanito,Barcelona 
3761,AREVNVA1187B989EE0,Paul Thorn,Not available
3762,ARKYI5T1187B99334F,Janet Paschal/Charlotte Ritchie/David Phelps,North Carolina
3763,ARJ87C21187B99B9D4,Nino Nardini,Not available
3764,ARORDXJ122ECCBB264,Carlos Jimenez_ J Elvira_ Oliversam,NY - New York City
3765,ARMZ4SJ1187FB4657B,SA(c)amus Ennis,"Finglas, Ireland"
3766,ARA65601187FB57BD9,Roger Sanchez,"New York, NY"
3767,ARE0OI31187FB3DCA2,Leningrad Cowboys,Not available
3768,ARIPNAN1187FB3E577,Pete Philly & Perquisite,"Amsterdam, The Netherlands"
3769,ARQMTJR1187FB42BB5,Mr Brown,Mississippi Gulf Coast
3770,AR4B1LP1187FB55C83,Juan Diego FlA3rez / Orquesta SinfA3nica de Madrid / JesAos LA3pez-Cobos,Not available
3771,ARFCDY01187FB57933,Manjul,Not available
3772,ARXK4YK1187FB4D0C4,Dub Pistols feat. TK & JMS,"London, England"
3773,ARKCTSM11F4C83C839,Columbia Symphony Orchestra;Igor Stravinsky,Not available
3774,AR4JY8V1187B98A62F,Ann Hampton Callaway;Laura Benanti;Michael Gruber;Everett Bradley,Not available
3775,AR3QFYG1187B992B2E,Michelle Wright,"Morpeth, Ontario, Canada"
3776,ARZCSWN122988FCD13,Os Gaiteiros de Soutelo,Not available
3777,ARN522Q1187FB42EE1,John Van Tongeren,Not available
3778,ARQEPTZ1187FB4CD36,Toby Love featuring Julio Voltio,US
3779,ARVKMRB122988EEA68,Tony Malone And The Rapparees,Not available
3780,ARDG9I21187FB35FF3,Yolandita Monge,Not available
3781,ARDK6QW1187B9B8D85,U.K. Subs,UK - England - Yorkshire
3782,AROENEQ11F4C8451B1,The Lord Henry,Texas
3783,ARUABHE1187B9AF820,Way Out West,"Bristol, England"
3784,ARQ4E5R1187B9B3A3E,QBO,Not available
3785,AR4NDUY119B8668DA3,A Different Breed of Killer,Not available
3786,ARKSB7X1187B99BA5C,Nouvelle,Not available
3787,ARZO73F1187FB4BF23,Bill Cosby,"Philadelphia, PA"
3788,ARGK9MB1187FB37402,MIMS Featuring J. Holiday,"New York, NY [Washington Heights]"
3789,ARX9YIP1187B98A656,RUN-DMC vs. Jason Nevins,Not available
3790,AR5R7791187FB3A8C3,Alfredo Kraus - Orquesta de Conciertos de Madrid - Pablo SorozA!bal,Not available
3791,ARYW3V11187B99C8C9,Georgia Satellites,"Atlanta, GA"
3792,AR9HQ6Y1187FB3C2CB,Orlando Pops Orchestra and Andrew Lane,Not available
3793,AROKPWU11F50C48F1B,Dennis O'Neill,Not available
3794,ARM6HLK1187FB427F0,Talib Kweli,"Brooklyn, NY"
3795,AR6GSIE1187B98C3C7,Ned Miller,"Raines, UT"
3796,ARLBXGO11F4C83E520,Inspector 9,Florida
3797,AR3OS8N1187B9A5F87,deadboy & the Elephantmen,"Houma, LA"
3798,AR1PXQC1187B99E17A,Aurlus MabA(c)lA(c),Not available
3799,ARMW4I01187B98AEF8,Tha Alkaholiks,"Los Angeles, CA"
3800,ARYSHWJ1187B9AD2D0,Moist,"Vancouver, British Columbia, Cana"
3801,ARGS39X1187B991939,Harald Kloser,Not available
3802,AR1FOAY11C8A415F1E,Angela Stewart,Not available
3803,ARZP2M21187FB59C63,Dons,Boston
3804,ARRXADQ1187FB38F22,The Business,"London, England"
3805,ARANBAI1257509CF4E,Del Horno,Not available
3806,ARN9Q881187FB3D951,Dells,"Chicago, IL"
3807,AR0CANF1187B9AF35F,Dilated Peoples Featuring Devin The Dude,"Los Angeles, California"
3808,AROL78E1187B9B98A1,Stellar Kart,Not available
3809,ARAO9JK1187FB3D213,Magnatune Compilation,Not available
3810,ARGEOZF12509416C64,Jessica Myrberg,Not available
3811,AR7KKE01187FB3D87B,Russell Malone,"Albany, GA"
3812,ARQXGWX11F50C49BC7,Diego Vasallo,Not available
3813,ARMDBW21187FB37126,Grandmaster Flash,"Barbados, West Indies"
3814,ARBE9XH1187B9A826F,Joell Ortiz,"Brooklyn, NY"
3815,ARH3MQU1187B997AAF,Nik & Jay,Not available
3816,AR3SWQT1187B9B014F,Vicious Mary,Not available
3817,AR0JVUH1187B9918B5,Oscar Lima,Not available
3818,AR71A931187B99CDD9,Harry Gregson-Williams,Not available
3819,ARJ2PGP119B866993D,Rockit,Not available
3820,ARGRIHK1242077F57F,Bob McKenzie / Doug McKenzie,Not available
3821,ARVQTZP1187FB40283,Constance Demby,California - SF
3822,AR2N0221187FB48FB8,David Robertson,"Canberra, Australia"
3823,ARDJCM91187B9A097B,Birds of Prey,Not available
3824,ARW071B1187B9A603C,Unwritten Law,California
3825,ARCLCFS1187B9AE476,Laurindo Almeida / Charlie Byrd,"Sao Paulo, Brazil"
3826,ARW0JI11187FB592BD,Wednesday 13's Frankenstein Drag Queens From Planet 13,Not available
3827,ARIBU2J1187FB5B09F,Tarheel Slim,"Wilson, NC"
3828,ARQDONM1187B9BA1AD,Little Jr. Parker,"Clarksdale, MS"
3829,ARTYIAO11F4C83EE8E,Dan Moretti,Mass. - Boston
3830,ARC95UW1187B9B9A62,Speech,"Milwaukee, WI"
3831,ARNILB71187B99EC88,Billy Higgins,"Los Angeles, CA"
3832,ARZRVFK11F4C83DF46,Smokin' Joe Kubek & Bnois King,Not available
3833,ARFG66D1187FB536B6,Junior M. A. F. I. A.,"NEW YORK, New York"
3834,AR23C041187FB4D534,50 Cent / Mobb Deep,"Queens, NY"
3835,ARIJ7MR1187B9B484E,Pegy Zina,Not available
3836,ARAJPHH1187FB5566A,Shangri Las,"Queens, NY"
3837,ARZLX2S1187B991A47,The Four Pennies,Not available
3838,ARAH4TU1187FB51D28,Jah Wobble & Bill Laswell,"New York City (Salem, IL - originally)"
3839,ARJANQY1187B9A82F7,Leana,California - LA
3840,ARVQ7I31187B9B64C9,Vonray,"Pittsburgh, Pennsylvania"
3841,ARPDMSB1187FB5596F,THE AD LIBS,"Newark, NJ"
3842,AROTFS71187B99F243,Jill Paquette,Not available
3843,ARYE7N51187B9AF501,PRE,Not available
3844,ARWEPRZ1187FB4E2BB,Gabriela Anders,NY - New York City
3845,AR9N3N31187B9B87CC,Hunters,Cardiff
3846,AR3N2H11187B98AFBA,Sivuca & Camerata BrasAlica,"Itabaiana, Parai?1/2, Brazil"
3847,ARPWZPV1187FB51DCF,Theodore Shapiro,Not available
3848,ARGJBTS1187FB4273A,Jere McAllister,Not available
3849,ARVNGA71187FB3C107,Faith Hill & Tim McGraw,"Jackson, MS"
3850,ARRWDU31187B9B5656,Jimmy McCracklin,"St. Louis, MO"
3851,ARZVZRN1241B9C4B14,Mister Ries,Not available
3852,ARPU5CQ1187FB4469F,Art Ensemble Of Chicago,"New York, NY"
3853,ARAALFJ11F4C83DD40,Bullethole,Not available
3854,ARX6TAQ11C8A415850,Lady GaGa,New York City
3855,ARISYDJ11F43A69EE1,Blackbyrds,Not available
3856,ARJRRJZ11F50C47E95,Big Rich featuring Devo,New Jersey
3857,ARX7R5Q1187FB5C6B3,Johann KAPhnich,Not available
3858,AR343TM1187B99DEFE,Flexy,Not available
3859,AR31D7E1187FB3BC62,Valient Thorr,Venus
3860,ARGFFF91187FB4FA62,Northern State,"Long Island, NY"
3861,AR3UJPY1187FB5017B,Patience Dabany,"Libreville, Gabon; Los Angeles, CA, US"
3862,AREMPZG1187B99D246,Marcio Faraco,Not available
3863,ARPWJAM11F4C846DF4,Akissa,Not available
3864,ARWC1WN1187FB516CE,Eric B. & Rakim,Not available
3865,AR7WZ1Y1187B99D10B,Isabelle Adjani,Not available
3866,ARXAFO11187B9AEBFE,Urge Overkill,Not available
3867,AR109IQ1187B98E487,JK,Texas
3868,ARDVZTE1187FB5A0A1,Harry Connick_ Jr.,"Sayreville, NJ"
3869,ARCDRLI1187FB54D58,ZTrip,Not available
3870,ARSFK241187B9BA38E,Murphy Lee / Zee,"St. Louis, Missouri"
3871,ARZ7IH41187FB3B8F5,Leaders Of The New School,"Uniondale, NY"
3872,ARRI5MR1187FB47CAB,Esperanza Spalding / Leo Genovese,Not available
3873,AR2C9UQ1187B98E69F,Roy Roberts,"Livingston, TN"
3874,ARTAFV91187B9BA17C,Stone Temple Pilots,Not available
3875,ARWSISA1187B9AAC01,Damita,Not available
3876,ARMSL551187FB3F4B0,Dark Distant Spaces,NY - New York City
3877,ARE9Y761187B98AEB6,Mint Condition,"Minneapolis, MN"
3878,ARJ1AMB1187FB40661,Sukhwinder Singh;Jaspinder Narula,Not available
3879,ARCVT0G1187B99238E,Shay Torrent,Not available
3880,AREXM411187FB560C4,We Five,"Mt. San Antonio College, CA"
3881,ARRR7RO1187B98A6EC,Erin O'Donnell,Not available
3882,ARNLY0W11C8A42C7E5,Serge Desaunay,Not available
